timestamp,symbol,company,open,high,low,close,volume,dividends,stock_splits
1026757800000000000,ADANIENT,Adani Enterprises Limited,-0.01,-0.011,-0.01,-0.011,959138,0.0,0.0
1026757800000000000,ACC,ACC Limited,105.094,105.094,101.423,102.231,1001444,0.0,0.0
1026757800000000000,AMBUJACEM,Ambuja Cements Limited,16.744,16.744,16.417,16.486,573555,0.0,0.0
1026844200000000000,ADANIENT,Adani Enterprises Limited,-0.011,-0.011,-0.01,-0.01,955902,0.0,0.0
1026844200000000000,AMBUJACEM,Ambuja Cements Limited,16.493,16.556,16.38,16.461,147120,0.0,0.0
1026844200000000000,ACC,ACC Limited,101.962,102.13,99.84,100.547,600910,0.0,0.0
1026930600000000000,AMBUJACEM,Ambuja Cements Limited,16.33,16.656,16.33,16.499,112065,0.0,0.0
1026930600000000000,ADANIENT,Adani Enterprises Limited,-0.011,-0.011,-0.01,-0.011,958081,0.0,0.0
1026930600000000000,ACC,ACC Limited,100.143,101.726,100.143,101.052,422730,0.0,0.0
1027017000000000000,ACC,ACC Limited,101.625,101.726,100.783,101.187,332233,0.0,0.0
1027017000000000000,ADANIENT,Adani Enterprises Limited,-0.011,-0.011,-0.01,-0.011,1022018,0.0,0.0
1027017000000000000,AMBUJACEM,Ambuja Cements Limited,16.405,16.493,16.198,16.279,249975,0.0,0.0
1027276200000000000,AMBUJACEM,Ambuja Cements Limited,16.323,16.323,15.865,15.99,341497,0.0,0.0
1027276200000000000,ACC,ACC Limited,101.12,101.12,95.663,96.134,585861,0.0,0.0
1027276200000000000,ADANIENT,Adani Enterprises Limited,-0.01,-0.011,-0.01,-0.01,959229,0.0,0.0
1027362600000000000,AMBUJACEM,Ambuja Cements Limited,15.903,16.656,15.576,15.664,457725,0.0,0.0
1027362600000000000,ACC,ACC Limited,96.337,97.347,94.315,95.629,490268,0.0,0.0
1027362600000000000,ADANIENT,Adani Enterprises Limited,-0.01,-0.01,-0.01,-0.01,950108,0.0,0.0
1027449000000000000,AMBUJACEM,Ambuja Cements Limited,15.57,15.57,15.4,15.488,298410,0.0,0.0
1027449000000000000,ADANIENT,Adani Enterprises Limited,-0.01,-0.01,-0.01,-0.01,1004507,0.0,0.0
1027449000000000000,ACC,ACC Limited,95.663,95.663,91.385,92.665,664749,0.0,0.0
1027535400000000000,ACC,ACC Limited,94.315,94.484,90.947,91.89,887369,0.0,0.0
1027535400000000000,ADANIENT,Adani Enterprises Limited,-0.01,-0.01,-0.01,-0.01,929688,0.0,0.0
1027535400000000000,AMBUJACEM,Ambuja Cements Limited,15.903,15.903,14.898,15.099,1339500,0.0,0.0
1027621800000000000,AMBUJACEM,Ambuja Cements Limited,15.068,15.319,14.609,14.773,1189335,0.0,0.0
1027621800000000000,ACC,ACC Limited,90.947,93.238,90.038,92.227,788742,0.0,0.0
1027621800000000000,ADANIENT,Adani Enterprises Limited,-0.01,-0.01,-0.01,-0.01,934529,0.0,0.0
1027881000000000000,ADANIENT,Adani Enterprises Limited,-0.01,-0.01,-0.009,-0.01,955236,0.0,0.0
1027881000000000000,ACC,ACC Limited,93.238,93.238,89.094,91.183,618561,0.0,0.0
1027881000000000000,AMBUJACEM,Ambuja Cements Limited,15.237,15.237,14.484,14.616,451492,0.0,0.0
1027967400000000000,ACC,ACC Limited,91.082,92.934,89.701,90.24,760305,0.0,0.0
1027967400000000000,AMBUJACEM,Ambuja Cements Limited,14.239,14.816,14.239,14.415,899820,0.0,0.0
1027967400000000000,ADANIENT,Adani Enterprises Limited,-0.01,-0.01,-0.009,-0.009,972108,0.0,0.0
1028053800000000000,AMBUJACEM,Ambuja Cements Limited,14.245,14.641,14.189,14.226,732465,0.0,0.0
1028053800000000000,ACC,ACC Limited,88.657,90.273,87.107,89.431,521095,0.0,0.0
1028053800000000000,ADANIENT,Adani Enterprises Limited,-0.01,-0.01,-0.009,-0.009,961513,0.0,0.0
1028140200000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.01,-0.009,-0.009,953331,0.0,0.0
1028140200000000000,AMBUJACEM,Ambuja Cements Limited,14.565,14.565,13.988,14.182,724072,0.0,0.0
1028140200000000000,ACC,ACC Limited,89.734,90.812,87.848,88.151,219736,0.0,0.0
1028226600000000000,ACC,ACC Limited,87.612,91.789,87.04,91.284,694319,0.0,0.0
1028226600000000000,AMBUJACEM,Ambuja Cements Limited,14.088,14.17,13.906,14.044,465982,0.0,0.0
1028226600000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,939461,0.0,0.0
1028485800000000000,AMBUJACEM,Ambuja Cements Limited,14.063,14.233,13.649,13.781,1924500,0.0,0.0
1028485800000000000,ACC,ACC Limited,91.284,93.979,90.947,93.507,1575370,0.0,0.0
1028485800000000000,ADANIENT,Adani Enterprises Limited,-0.01,-0.01,-0.009,-0.009,982116,0.0,0.0
1028572200000000000,ACC,ACC Limited,92.934,93.81,90.711,93.069,453280,0.0,0.0
1028572200000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,971195,0.0,0.0
1028572200000000000,AMBUJACEM,Ambuja Cements Limited,13.975,14.107,13.693,13.994,1673670,0.0,0.0
1028658600000000000,ACC,ACC Limited,94.383,94.854,92.429,92.766,298970,0.0,0.0
1028658600000000000,ADANIENT,Adani Enterprises Limited,-0.01,-0.01,-0.009,-0.009,966576,0.0,0.0
1028658600000000000,AMBUJACEM,Ambuja Cements Limited,14.233,14.396,13.981,14.201,893827,0.0,0.0
1028745000000000000,AMBUJACEM,Ambuja Cements Limited,14.314,14.314,13.812,13.944,304387,0.0,0.0
1028745000000000000,ADANIENT,Adani Enterprises Limited,-0.01,-0.01,-0.009,-0.009,971443,0.0,0.0
1028745000000000000,ACC,ACC Limited,95.932,95.932,90.779,90.947,318460,0.0,0.0
1028831400000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,918884,0.0,0.0
1028831400000000000,ACC,ACC Limited,90.105,91.823,88.454,90.711,449655,0.0,0.0
1028831400000000000,AMBUJACEM,Ambuja Cements Limited,13.868,14.189,13.73,13.956,455310,0.0,0.0
1029090600000000000,AMBUJACEM,Ambuja Cements Limited,14.308,14.308,13.9,13.969,239220,0.0,0.0
1029090600000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,489590,0.0,0.0
1029090600000000000,ACC,ACC Limited,90.678,92.564,90.475,91.89,313294,0.0,0.0
1029177000000000000,AMBUJACEM,Ambuja Cements Limited,14.233,14.233,13.981,14.063,232672,0.0,0.0
1029177000000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,384772,0.0,0.0
1029177000000000000,ACC,ACC Limited,93.642,93.642,91.318,91.823,294362,0.0,0.0
1029263400000000000,ACC,ACC Limited,91.385,92.227,90.981,91.857,157429,0.0,0.0
1029263400000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,482452,0.0,0.0
1029263400000000000,AMBUJACEM,Ambuja Cements Limited,14.233,14.233,13.692,13.985,532372,0.267,0.0
1029349800000000000,AMBUJACEM,Ambuja Cements Limited,13.985,13.985,13.985,13.985,0,0.0,0.0
1029349800000000000,ACC,ACC Limited,91.857,91.857,91.857,91.857,0,0.0,0.0
1029349800000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,0,0.0,0.0
1029436200000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,520671,0.0,0.0
1029436200000000000,ACC,ACC Limited,92.631,92.631,90.678,91.823,403135,0.0,0.0
1029436200000000000,AMBUJACEM,Ambuja Cements Limited,14.233,14.233,13.947,13.972,960517,0.0,0.0
1029695400000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,501059,0.0,0.0
1029695400000000000,AMBUJACEM,Ambuja Cements Limited,14.15,14.175,14.023,14.061,418350,0.0,0.0
1029695400000000000,ACC,ACC Limited,91.621,92.833,91.486,91.823,365293,0.0,0.0
1029781800000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,507936,0.0,0.0
1029781800000000000,ACC,ACC Limited,92.193,92.53,91.52,92.059,237879,0.0,0.0
1029781800000000000,AMBUJACEM,Ambuja Cements Limited,14.315,14.315,13.851,13.959,1445872,0.0,0.0
1029868200000000000,AMBUJACEM,Ambuja Cements Limited,13.902,14.15,13.902,13.985,2020500,0.0,0.0
1029868200000000000,ACC,ACC Limited,91.89,94.854,91.722,93.777,815917,0.0,0.0
1029868200000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,507062,0.0,0.0
1029954600000000000,AMBUJACEM,Ambuja Cements Limited,14.061,14.213,14.042,14.061,1757707,0.0,0.0
1029954600000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,495383,0.0,0.0
1029954600000000000,ACC,ACC Limited,94.315,95.158,93.743,94.248,571086,0.0,0.0
1030041000000000000,AMBUJACEM,Ambuja Cements Limited,14.099,14.125,14.023,14.042,616222,0.0,0.0
1030041000000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,519588,0.0,0.0
1030041000000000000,ACC,ACC Limited,94.315,94.821,93.372,94.383,330367,0.0,0.0
1030300200000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,552014,0.0,0.0
1030300200000000000,AMBUJACEM,Ambuja Cements Limited,14.08,14.08,13.934,13.959,2135955,0.0,0.0
1030300200000000000,ACC,ACC Limited,94.484,95.764,94.046,94.484,415246,0.0,0.0
1030386600000000000,ACC,ACC Limited,94.315,94.72,93.002,93.507,368890,0.0,0.0
1030386600000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,504152,0.0,0.0
1030386600000000000,AMBUJACEM,Ambuja Cements Limited,13.902,13.978,13.82,13.889,619192,0.0,0.0
1030473000000000000,AMBUJACEM,Ambuja Cements Limited,14.048,14.048,13.82,13.87,567030,0.0,0.0
1030473000000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,491338,0.0,0.0
1030473000000000000,ACC,ACC Limited,92.968,93.305,91.217,92.362,463241,0.0,0.0
1030559400000000000,AMBUJACEM,Ambuja Cements Limited,13.978,13.978,13.807,13.87,592500,0.0,0.0
1030559400000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,489146,0.0,0.0
1030559400000000000,ACC,ACC Limited,92.833,92.968,91.755,91.991,368255,0.0,0.0
1030645800000000000,AMBUJACEM,Ambuja Cements Limited,13.978,13.985,13.756,13.966,1051920,0.0,0.0
1030645800000000000,ACC,ACC Limited,92.8,93.372,91.755,93.035,303979,0.0,0.0
1030645800000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,488768,0.0,0.0
1030905000000000000,ACC,ACC Limited,93.777,94.652,93.238,94.214,249037,0.0,0.0
1030905000000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,514408,0.0,0.0
1030905000000000000,AMBUJACEM,Ambuja Cements Limited,14.15,14.658,13.896,14.175,1408425,0.0,0.0
1030991400000000000,ADANIENT,Adani Enterprises Limited,-0.009,-0.009,-0.009,-0.009,493035,0.0,0.0
1030991400000000000,ACC,ACC Limited,94.686,95.326,93.642,93.878,378633,0.0,0.0
1030991400000000000,AMBUJACEM,Ambuja Cements Limited,14.188,14.188,13.947,13.972,852090,0.0,0.0
1031077800000000000,AMBUJACEM,Ambuja Cements Limited,14.061,14.061,13.94,13.985,283560,0.0,0.0
1031077800000000000,ACC,ACC Limited,93.339,93.979,92.497,92.598,350894,0.0,0.0
1031077800000000000,ADANIENT,Adani Enterprises Limited,0.037,0.037,0.036,0.036,478760,1.5,0.0
1031164200000000000,AMBUJACEM,Ambuja Cements Limited,14.061,14.315,13.75,14.201,1242217,0.0,0.0
1031164200000000000,ACC,ACC Limited,94.315,96.572,92.564,95.057,1111490,0.0,0.0
1031164200000000000,ADANIENT,Adani Enterprises Limited,0.037,0.037,0.036,0.037,492461,0.0,0.0
1031250600000000000,ADANIENT,Adani Enterprises Limited,0.037,0.037,0.036,0.036,510128,0.0,0.0
1031250600000000000,ACC,ACC Limited,94.989,96.168,92.833,93.238,891811,0.0,0.0
1031250600000000000,AMBUJACEM,Ambuja Cements Limited,14.309,14.385,13.997,14.074,1146577,0.0,0.0
1031509800000000000,AMBUJACEM,Ambuja Cements Limited,13.724,14.125,13.724,14.08,454125,0.0,0.0
1031509800000000000,ADANIENT,Adani Enterprises Limited,0.035,0.036,0.035,0.036,488272,0.0,0.0
1031509800000000000,ACC,ACC Limited,94.046,94.147,92.16,93.002,330768,0.0,0.0
1031596200000000000,AMBUJACEM,Ambuja Cements Limited,14.08,14.08,14.08,14.08,0,0.0,0.0
1031596200000000000,ACC,ACC Limited,93.002,93.002,93.002,93.002,0,0.0,0.0
1031596200000000000,ADANIENT,Adani Enterprises Limited,0.036,0.036,0.036,0.036,0,0.0,0.0
1031682600000000000,ADANIENT,Adani Enterprises Limited,0.036,0.036,0.035,0.036,564188,0.0,0.0
1031682600000000000,AMBUJACEM,Ambuja Cements Limited,14.15,14.233,14.099,14.131,546210,0.0,0.0
1031682600000000000,ACC,ACC Limited,93.137,95.865,93.137,95.461,523877,0.0,0.0
1031769000000000000,AMBUJACEM,Ambuja Cements Limited,14.15,15.122,14.105,14.989,4144297,0.0,0.0
1031769000000000000,ACC,ACC Limited,96.572,99.334,94.72,98.762,2199080,0.0,0.0
1031769000000000000,ADANIENT,Adani Enterprises Limited,0.035,0.036,0.035,0.036,504609,0.0,0.0
1031855400000000000,AMBUJACEM,Ambuja Cements Limited,14.976,15.662,14.779,14.804,820215,0.0,0.0
1031855400000000000,ADANIENT,Adani Enterprises Limited,0.036,0.036,0.036,0.036,513534,0.0,0.0
1031855400000000000,ACC,ACC Limited,97.785,98.694,97.145,97.684,465067,0.0,0.0
1032114600000000000,ACC,ACC Limited,98.358,98.897,95.09,96.033,384077,0.0,0.0
1032114600000000000,ADANIENT,Adani Enterprises Limited,0.036,0.036,0.035,0.036,511485,0.0,0.0
1032114600000000000,AMBUJACEM,Ambuja Cements Limited,14.823,15.167,14.576,14.646,522787,0.0,0.0
1032201000000000000,ADANIENT,Adani Enterprises Limited,0.036,0.036,0.035,0.036,499846,0.0,0.0
1032201000000000000,AMBUJACEM,Ambuja Cements Limited,14.741,14.785,14.633,14.684,185055,0.0,0.0
1032201000000000000,ACC,ACC Limited,96.539,97.684,96.067,96.539,141430,0.0,0.0
1032287400000000000,AMBUJACEM,Ambuja Cements Limited,14.55,14.741,14.55,14.652,310792,0.0,0.0
1032287400000000000,ACC,ACC Limited,96.337,97.01,93.979,94.214,341382,0.0,0.0
1032287400000000000,ADANIENT,Adani Enterprises Limited,0.035,0.036,0.035,0.036,506044,0.0,0.0
1032373800000000000,ACC,ACC Limited,94.181,94.989,92.631,93.473,290516,0.0,0.0
1032373800000000000,ADANIENT,Adani Enterprises Limited,0.035,0.036,0.035,0.035,485989,0.0,0.0
1032373800000000000,AMBUJACEM,Ambuja Cements Limited,14.321,14.671,14.321,14.449,312847,0.0,0.0
1032460200000000000,AMBUJACEM,Ambuja Cements Limited,14.773,14.773,14.188,14.429,503842,0.0,0.0
1032460200000000000,ACC,ACC Limited,92.631,93.945,91.991,93.372,333817,0.0,0.0
1032460200000000000,ADANIENT,Adani Enterprises Limited,0.035,0.035,0.035,0.035,492578,0.0,0.0
1032719400000000000,ACC,ACC Limited,93.709,94.315,92.294,93.44,245350,0.0,0.0
1032719400000000000,AMBUJACEM,Ambuja Cements Limited,14.341,14.677,14.283,14.296,430755,0.0,0.0
1032719400000000000,ADANIENT,Adani Enterprises Limited,0.035,0.036,0.035,0.035,527652,0.0,0.0
1032805800000000000,ACC,ACC Limited,92.294,93.204,92.059,92.261,331935,0.0,0.0
1032805800000000000,AMBUJACEM,Ambuja Cements Limited,14.436,14.436,14.01,14.194,290700,0.0,0.0
1032805800000000000,ADANIENT,Adani Enterprises Limited,0.033,0.035,0.033,0.034,568011,0.0,0.0
1032892200000000000,ACC,ACC Limited,91.351,92.227,91.014,91.924,234198,0.0,0.0
1032892200000000000,ADANIENT,Adani Enterprises Limited,0.033,0.035,0.033,0.034,528109,0.0,0.0
1032892200000000000,AMBUJACEM,Ambuja Cements Limited,14.08,14.213,14.023,14.093,330270,0.0,0.0
1032978600000000000,ACC,ACC Limited,92.025,92.598,91.486,91.924,213214,0.0,0.0
1032978600000000000,ADANIENT,Adani Enterprises Limited,0.034,0.034,0.034,0.034,539331,0.0,0.0
1032978600000000000,AMBUJACEM,Ambuja Cements Limited,14.074,14.188,14.023,14.048,355065,0.0,0.0
1033065000000000000,ACC,ACC Limited,93.17,93.979,91.89,93.675,323951,0.0,0.0
1033065000000000000,ADANIENT,Adani Enterprises Limited,0.031,0.034,0.031,0.034,602772,0.0,0.0
1033065000000000000,AMBUJACEM,Ambuja Cements Limited,14.213,14.213,13.997,14.074,684300,0.0,0.0
1033324200000000000,ADANIENT,Adani Enterprises Limited,0.031,0.034,0.031,0.033,506827,0.0,0.0
1033324200000000000,AMBUJACEM,Ambuja Cements Limited,13.87,14.099,13.807,13.858,1091782,0.0,0.0
1033324200000000000,ACC,ACC Limited,93.709,93.709,92.294,92.8,233684,0.0,0.0
1033410600000000000,AMBUJACEM,Ambuja Cements Limited,13.978,13.978,13.642,13.794,943500,0.0,0.0
1033410600000000000,ADANIENT,Adani Enterprises Limited,0.03,0.033,0.03,0.032,517996,0.0,0.0
1033410600000000000,ACC,ACC Limited,91.991,93.406,91.991,93.069,238998,0.0,0.0
1033497000000000000,AMBUJACEM,Ambuja Cements Limited,13.794,13.794,13.794,13.794,0,0.0,0.0
1033497000000000000,ACC,ACC Limited,93.069,93.069,93.069,93.069,0,0.0,0.0
1033497000000000000,ADANIENT,Adani Enterprises Limited,0.032,0.032,0.032,0.032,0,0.0,0.0
1033583400000000000,ADANIENT,Adani Enterprises Limited,0.031,0.032,0.031,0.032,514160,0.0,0.0
1033583400000000000,ACC,ACC Limited,92.497,93.709,92.193,92.732,214666,0.0,0.0
1033583400000000000,AMBUJACEM,Ambuja Cements Limited,13.807,14.048,13.724,13.928,745020,0.0,0.0
1033669800000000000,ACC,ACC Limited,92.699,93.473,92.463,93.271,138801,0.0,0.0
1033669800000000000,AMBUJACEM,Ambuja Cements Limited,13.978,14.023,13.68,13.82,1164862,0.0,0.0
1033669800000000000,ADANIENT,Adani Enterprises Limited,0.032,0.032,0.031,0.031,496179,0.0,0.0
1033929000000000000,ADANIENT,Adani Enterprises Limited,0.031,0.032,0.031,0.032,497445,0.0,0.0
1033929000000000000,AMBUJACEM,Ambuja Cements Limited,13.781,13.934,13.781,13.832,1797300,0.0,0.0
1033929000000000000,ACC,ACC Limited,93.137,95.663,93.069,95.562,337084,0.0,0.0
1034015400000000000,AMBUJACEM,Ambuja Cements Limited,13.686,14.016,13.686,13.972,851527,0.0,0.0
1034015400000000000,ACC,ACC Limited,95.663,96.337,94.484,94.922,287864,0.0,0.0
1034015400000000000,ADANIENT,Adani Enterprises Limited,0.032,0.034,0.032,0.034,519836,0.0,0.0
1034101800000000000,ADANIENT,Adani Enterprises Limited,0.034,0.035,0.034,0.035,561304,0.0,0.0
1034101800000000000,ACC,ACC Limited,95.461,95.494,94.383,94.787,228373,0.0,0.0
1034101800000000000,AMBUJACEM,Ambuja Cements Limited,13.978,14.086,13.902,14.055,546217,0.0,0.0
1034188200000000000,ADANIENT,Adani Enterprises Limited,0.033,0.035,0.033,0.034,502860,0.0,0.0
1034188200000000000,ACC,ACC Limited,95.225,95.663,92.766,94.821,208142,0.0,0.0
1034188200000000000,AMBUJACEM,Ambuja Cements Limited,14.233,14.233,13.997,14.093,508042,0.0,0.0
1034274600000000000,AMBUJACEM,Ambuja Cements Limited,14.233,14.372,13.985,14.315,481935,0.0,0.0
1034274600000000000,ADANIENT,Adani Enterprises Limited,0.034,0.035,0.034,0.035,556829,0.0,0.0
1034274600000000000,ACC,ACC Limited,96.337,96.337,93.675,94.989,206005,0.0,0.0
1034533800000000000,AMBUJACEM,Ambuja Cements Limited,14.658,14.658,14.341,14.366,376177,0.0,0.0
1034533800000000000,ACC,ACC Limited,95.494,97.145,95.494,96.337,319549,0.0,0.0
1034533800000000000,ADANIENT,Adani Enterprises Limited,0.035,0.035,0.034,0.034,493752,0.0,0.0
1034620200000000000,ADANIENT,Adani Enterprises Limited,0.034,0.034,0.034,0.034,0,0.0,0.0
1034620200000000000,AMBUJACEM,Ambuja Cements Limited,14.366,14.366,14.366,14.366,0,0.0,0.0
1034620200000000000,ACC,ACC Limited,96.337,96.337,96.337,96.337,0,0.0,0.0
1034706600000000000,ACC,ACC Limited,97.347,97.987,96.774,97.347,651961,0.0,0.0
1034706600000000000,AMBUJACEM,Ambuja Cements Limited,14.404,14.633,14.277,14.353,1161375,0.0,0.0
1034706600000000000,ADANIENT,Adani Enterprises Limited,0.035,0.035,0.034,0.034,497797,0.0,0.0
1034793000000000000,ACC,ACC Limited,97.01,97.617,96.202,96.707,240449,0.0,0.0
1034793000000000000,ADANIENT,Adani Enterprises Limited,0.034,0.034,0.034,0.034,505365,0.0,0.0
1034793000000000000,AMBUJACEM,Ambuja Cements Limited,14.442,14.442,14.15,14.226,515805,0.0,0.0
1034879400000000000,ADANIENT,Adani Enterprises Limited,0.034,0.035,0.034,0.034,496297,0.0,0.0
1034879400000000000,AMBUJACEM,Ambuja Cements Limited,14.258,14.442,14.233,14.264,397492,0.0,0.0
1034879400000000000,ACC,ACC Limited,97.684,98.661,96.673,97.886,517791,0.0,0.0
1035138600000000000,ADANIENT,Adani Enterprises Limited,0.034,0.034,0.034,0.034,497471,0.0,0.0
1035138600000000000,ACC,ACC Limited,98.358,98.694,97.078,97.381,359599,0.0,0.0
1035138600000000000,AMBUJACEM,Ambuja Cements Limited,14.252,14.487,13.807,14.398,182257,0.0,0.0
1035225000000000000,ACC,ACC Limited,97.684,98.021,93.911,94.282,396130,0.0,0.0
1035225000000000000,ADANIENT,Adani Enterprises Limited,0.034,0.034,0.034,0.034,503017,0.0,0.0
1035225000000000000,AMBUJACEM,Ambuja Cements Limited,14.061,14.646,14.023,14.188,323407,0.0,0.0
1035311400000000000,AMBUJACEM,Ambuja Cements Limited,14.302,14.302,14.023,14.08,306352,0.0,0.0
1035311400000000000,ADANIENT,Adani Enterprises Limited,0.034,0.034,0.034,0.034,512477,0.0,0.0
1035311400000000000,ACC,ACC Limited,94.315,94.922,92.463,92.699,531664,0.0,0.0
1035397800000000000,ACC,ACC Limited,93.406,93.642,92.294,92.564,349402,0.0,0.0
1035397800000000000,ADANIENT,Adani Enterprises Limited,0.033,0.033,0.031,0.033,623754,0.0,0.0
1035397800000000000,AMBUJACEM,Ambuja Cements Limited,14.061,14.29,13.978,14.055,200385,0.0,0.0
1035484200000000000,ACC,ACC Limited,92.8,92.8,90.61,91.217,264930,0.0,0.0
1035484200000000000,ADANIENT,Adani Enterprises Limited,0.032,0.032,0.031,0.032,565910,0.0,0.0
1035484200000000000,AMBUJACEM,Ambuja Cements Limited,14.15,14.277,13.515,13.667,1335150,0.0,0.0
1035743400000000000,ACC,ACC Limited,94.316,94.417,87.208,87.916,669608,0.0,0.0
1035743400000000000,AMBUJACEM,Ambuja Cements Limited,13.559,14.017,13.171,13.26,638692,0.0,0.0
1035743400000000000,ADANIENT,Adani Enterprises Limited,0.031,0.032,0.03,0.031,515635,0.0,0.0
1035829800000000000,ADANIENT,Adani Enterprises Limited,0.031,0.032,0.031,0.032,493687,0.0,0.0
1035829800000000000,AMBUJACEM,Ambuja Cements Limited,13.642,13.642,13.171,13.305,663480,0.0,0.0
1035829800000000000,ACC,ACC Limited,90.139,103.814,87.444,90.071,703175,0.0,0.0
1035916200000000000,ADANIENT,Adani Enterprises Limited,0.032,0.032,0.031,0.032,516183,0.0,0.0
1035916200000000000,AMBUJACEM,Ambuja Cements Limited,13.044,13.21,13.044,13.146,1902300,0.0,0.0
